movie_title,year,genre,duration,director,description,avg_vote,reviews_from_users,reviews_from_critics
The Million Dollar Kid,2000,"Adventure, Family, Comedy",91,Neil Mandt,The good news is that the Hunter family just won a 50 million dollar lottery prize. The bad news is they lost the ticket in the middle of Los Angeles--and have only four hours to find it ...,3.0,5.0,2.0
Il segreto di Joe Gould,2000,Drama,104,Stanley Tucci,"Around 1940, The New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character, who cadges meals, drinks, and contributions to the Joe Gould Fund, and who is writing a...",6.4,43.0,49.0
Labor Pains,2000,"Comedy, Drama, Romance",90,Tracy Alexson,"Sarah and Ryan were a great couple, they had their fun together but the man's fear of commitment pushed the woman away. Yet the situation between them isn't over cause Sarah is pregnant and...",5.0,3.0,3.0
Play Dead,2001,Comedy,79,Jeff Jenkins,True love never dies...,5.5,11.0,2.0
Zigs,2001,"Comedy, Drama",93,Mars Callahan,Four young compulsive gamblers come up with a radical plan to get out of debt with a fixed game.,5.0,4.0,1.0
Whipped - Ragazzi al guinzaglio,2000,"Comedy, Romance",82,Peter M. Cohen,"Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman.",4.6,83.0,47.0
Autumn in New York,2000,"Drama, Romance",103,Joan Chen,"Romantic drama about an aging playboy who falls for a sweet, but terminally ill, young woman.",5.7,189.0,109.0
AAA cercasi fidanzata disperatamente,2001,"Comedy, Romance",89,Bill Semans,"When 78 eligible bachelors from a small Minnesota town advertise for female companionship, women from 37 states and four foreign countries arrive, changing the men's lives forever.",6.2,10.0,2.0
"Scary Movie - Senza paura, senza vergogna... senza cervello!",2000,Comedy,88,Keenen Ivory Wayans,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",6.2,918.0,107.0
Cherry Falls - Il paese del male,2000,"Horror, Mystery, Thriller",92,Geoffrey Wright,"In the small town of Cherry Falls, a psychotic murderer is killing off the virgins of the local high school.",5.2,190.0,100.0
The Story of O: Untold Pleasures,2002,Drama,98,Phil Leirness,"Sir Stephen introduces O, a talented photographer in her late 20s, to a seductive world of deceit, power and eroticism.",5.1,1.0,3.0
Ostaggi della follia,2000,Thriller,91,Serge Rodnunsky,A serial killer turns the life of a family on vacation into a nightmare.,3.4,11.0,7.0
The Fighter - Il massacro,2000,"Action, Fantasy, Western",90,Rune Bendixen,A man on the run is surprised to learn that he is a Knights Templar and that his girlfriend is a holy virgin about to give birth to a very special baby on Christmas Day.,2.2,11.0,9.0
Delta Force One: The Lost Patrol,2000,Action,93,Joseph Zito,An elite commando unit must rescue a captured peacekeeping force from a ruthless international arms dealer.,2.6,14.0,6.0
Gossip,2000,"Drama, Mystery, Thriller",90,Davis Guggenheim,"Three college students base their class project around gossip and how fast it spreads, which soon spirals out of control.",5.9,114.0,67.0
20/20 Target Criminale,2000,"Crime, Drama",107,Laurence Fishburne,"Street hustler Mike cooks up a drug rip-off with his estranged half-brother Torch. Simple robbery turns fatal bloodbath, so they hide out in a claustrophobic rat hole waiting for Mike's buddy Tony, who's ""out of the life,"" or so he says.",5.3,9.0,11.0
The Rowdy Girls,2000,"Comedy, Romance, Western",90,Steven Nevius,"Danger, deceit and dust. The Wild West of 1886 is no place for a woman, but it's the perfect place for The Rowdy Girls, fabulous females fighting for fortune and freedom on the frontier.",3.8,7.0,4.0
Killer Bud,2001,Comedy,92,Karl T. Hirsch,"After losing another job, two idiots embark on an adventure of mythic proportion: to acquire ""Feed Bags,"" the discontinued entire-meal-in-a-bag, to impress their two equally dim-witted ...",4.6,17.0,3.0
King of the Jungle,2000,"Crime, Drama, Thriller",99,Seth Zvi Rosenfeld,"Seymour's happy New York existence comes to a tragic end after he witnesses the murder of his mother, a renowned civil rights activist. When he finds a firearm in the home of his best friend, he embarks on a deranged quest for revenge.",5.9,6.0,7.0
La tempesta perfetta,2000,"Action, Adventure, Drama",130,Wolfgang Petersen,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,6.4,804.0,198.0
Lussuria,2001,Thriller,97,Zalman King,"Three entwined stories of love, lust, danger and revenge.",4.8,10.0,1.0
Stranger Than Fiction - Un incubo senza fine,2000,"Thriller, Comedy",90,Eric Bross,Lives spiral out of control when four friends cover up a murder.,6.3,16.0,2.0
Sunset Strip,2000,"Comedy, Drama",90,Adam Collis,"A comedy that takes place over twenty-four hours on the Sunset Strip, in 1972.",5.7,20.0,8.0
Verità apparente,2001,Drama,93,Adam Brooks,"A teenage girl travels to Paris in the 1970s trying to find out about her sister's suicide, and falls in love with her dead sister's boyfriend.",5.6,49.0,48.0
Moonlight Mile - Voglia di ricominciare,2002,"Drama, Romance",117,Brad Silberling,"As he copes with the death of his fiancée, a young man befriends her parents and must figure out what he wants out of life.",6.6,147.0,114.0
The Midnight Hour,2001,"Drama, Thriller",91,Emmanuel Itier,A serial killer on the loose targets co-ed DJ Alex Sheppard but the blonde radio host won't scare easily and decides to strike first by seducing the murderer.,2.9,8.0,3.0
La proposta,2001,"Drama, Thriller",91,Richard Gale,An undercover cop needs a female police officer to pretend to be his wife in order to get close to a ruthless crime boss. The boss's attraction to her entangles them in a complex and dangerous triangle.,5.4,10.0,7.0
Vendetta finale,2000,"Drama, Western",131,Dwight Yoakam,"A U.S. Marshal tracks a destructive clan of outlaws, while a government man claims that the Marshal is actually a ghost of his deceased self.",4.2,80.0,12.0
Angels with Angles,2005,Comedy,87,Scott Edmund Lane,"George Burns is no happy angel. Heaven is ""non-smoking"", but most importantly, he can't reunite with his wife Gracie.",4.9,2.0,2.0
Minaccia nucleare,2000,"Action, Drama",90,David Giancola,At the the Killington ski resort something has gone awry. Evil terrorists led by the sinister Greig have taken the resort hostage with a stolen nuclear device. It's up to Ski Patrol bum Matt Foster to save the day... and his fiancé.,3.7,26.0,8.0
Requiem for a Dream,2000,Drama,102,Darren Aronofsky,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,8.3,2130.0,250.0
Escanaba in da Moonlight,2001,"Comedy, Fantasy",91,Jeff Daniels,A macho man in a family on the eve of deer-hunting season must deal with the eldest son's curse of never having bagged a buck.,6.5,106.0,9.0
Everything's Jake,2000,"Comedy, Drama",92,Matthew Miele,A homeless man takes a newly homeless man under his wing and teaches him how to survive on the streets.,6.1,1.0,1.0
Da che pianeta vieni?,2000,"Comedy, Sci-Fi",105,Mike Nichols,A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love there. A suspicious F.A.A. Agent targets him.,5.6,93.0,38.0
Scoprendo Forrester,2000,Drama,136,Gus Van Sant,A young writing prodigy finds a mentor in a reclusive author.,7.3,338.0,132.0
Minority Report,2002,"Action, Crime, Mystery",145,Steven Spielberg,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",7.6,1392.0,262.0
Osmosis Jones,2001,"Animation, Action, Adventure",95,"Bobby Farrelly, Peter Farrelly","A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",6.3,155.0,79.0
The Specials,2000,"Action, Comedy, Fantasy",82,Craig Mazin,The sixth or seventh best superhero team in the world pursue their rightful place in the harshly competitive world of toy tie-ins and fighting evil.,5.8,55.0,18.0
Quasi famosi,2000,"Adventure, Comedy, Drama",122,Cameron Crowe,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,7.9,867.0,154.0
A Piece of Eden,2000,"Comedy, Drama, Romance",106,John D. Hancock,A New York press agent applies his show-business acumen to revitalize his ailing father's Indiana fruit farm.,5.9,4.0,5.0
1 km da Wall Street,2000,"Crime, Drama, Thriller",120,Ben Younger,"A college dropout, attempting to live up to his father's high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeared to be.",7.0,253.0,61.0
Urbania,2000,Drama,103,Jon Shear,A series of urban legends take place around the life of a troubled man who is searching New York City for a mysterious stranger.,6.8,72.0,37.0
Intrepid - La nave maledetta,2000,"Action, Adventure, Drama",90,John Putch,"When a tsunami created by a nuclear explosion capsizes a cruise ship, a special agent must help the surviving passengers reach the surface when it becomes apparent that there's a group of terrorists on board.",3.4,10.0,1.0
Love Beat the Hell Outta Me,2000,Drama,89,Kennedy Goldsby,"Four friends all going a painful breakup, know too much about each other, and the hostility they've been expressing gets turned toward each other.",3.2,12.0,
"Io, me & Irene",2000,Comedy,116,"Bobby Farrelly, Peter Farrelly",A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,6.6,502.0,161.0
The Pavilion,2000,"Drama, Western",94,C. Grant Mitchell,The story of Frank Cassilis and Northmour as both seemingly try to protect the Huddlestone family against mexican separatists while each has their own purposes and agenda.,4.6,3.0,
In linea con l'assassino,2002,"Crime, Thriller",81,Joel Schumacher,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",7.0,660.0,205.0
Pollock,2000,"Biography, Drama",122,Ed Harris,"A film about the life and career of the American painter, Jackson Pollock.",7.0,153.0,116.0
Il destino di un cavaliere,2001,"Action, Adventure, Romance",132,Brian Helgeland,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",6.9,702.0,170.0
Spanish Judges,2000,"Crime, Drama",98,Oz Scott,"A con-artist hires two low-lifes to cover him during a deal, ending with three criminals, two dueling pistols, and one night they'll never forget.",4.9,11.0,3.0
A Day in Black and White,2001,Drama,80,Desmond Hall,Two men identified only as Black Man and White Man start the film as a discussion over a speech on race to be given at school the next day and escalates into an argument about the ...,6.7,4.0,1.0
"Farewell, My Love",2000,"Action, Crime, Thriller",90,Randall Fontana,"Brigit as a young girl saw her family killed by the Karpovs, a Russian crime family, she would have been dead too, if her neighbor had not come to her house and saved her. Years later, she ...",4.5,4.0,1.0
Maryam,2002,Drama,87,Ramin Serry,An Iranian-born teenager living in suburban New Jersey thinks of herself as simply an American until anti-Iranian sentiment erupts in her community after American hostages are held in Iran.,6.5,14.0,19.0
O come Otello,2001,"Drama, Romance, Thriller",95,Tim Blake Nelson,"An update of Shakespeare's 'Othello' with a young cast, set in an upper class prep school, & centered around basketball player Odin.",6.1,156.0,89.0
Trappola criminale,2000,"Action, Adventure, Crime",104,John Frankenheimer,"After assuming his dead cell-mate's identity to get with the other man's girlfriend, an ex-convict finds himself a reluctant participant in a casino heist.",5.8,222.0,70.0
Snow Day,2000,"Adventure, Comedy, Family",89,Chris Koch,"When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",5.1,102.0,35.0
"Bisbiglio, elefantino coraggioso",2000,"Adventure, Family",72,Dereck Joubert,"A baby elephant named Whispers finds himself separated from his mother. On his search to find her, he pairs up with an outcast from another herd and together they brave the wilds of Africa.",5.1,8.0,3.0
Battaglia per la Terra - Una saga dell'anno 3000,2000,"Action, Adventure, Sci-Fi",118,Roger Christian,"It's the year 3000 A.D., and the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, who are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime.",2.5,1377.0,118.0
Little Nicky - Un diavolo a Manhattan,2000,"Comedy, Fantasy",90,Steven Brill,"After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",5.3,258.0,88.0
